SMILES,ChEMBL_ID,IC50,pIC50,MW,LogP,QED,SAS,SELFIES
CC[n+]1cn([C@@H]2O[C@H](C[O-])[C@@H](OC(C)C)[C@H]2OC(C)C)c2nc(N)[nH]c(=O)c21,CHEMBL3350706,400.0,-2.6020599913279625,395.46000000000015,-0.5408999999999959,0.6018957632574065,5.031026538520631,[C][C][N+1][=C][N][Branch2][Ring1][#Branch2][C@@H1][O][C@H1][Branch1][Ring1][C][O-1][C@@H1][Branch1][#Branch1][O][C][Branch1][C][C][C][C@H1][Ring1][O][O][C][Branch1][C][C][C][C][N][=C][Branch1][C][N][NH1][C][=Branch1][C][=O][C][=Ring1][Branch2][Ring2][Ring1][#Branch2]
CN(C)CCCNC(=O)c1cc2ncnc(N3CCc4cc(F)ccc43)c2n1C,CHEMBL5196084,7.6,-0.8808135922807914,396.47000000000014,2.4831000000000003,0.6487450123702562,2.7396968164555595,[C][N][Branch1][C][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=N][C][=N][C][Branch1][P][N][C][C][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][Ring1][#Branch2][=C][Ring1][S][N][Ring2][Ring1][Ring1][C]
CN(C)CCCNC(=O)c1nc2c(N3CC(C)(C)c4ccccc43)ncnc2s1,CHEMBL5206647,7.8,-0.8920946026904804,410.5470000000001,3.1971000000000016,0.6292951688087033,2.8761050716150347,[C][N][Branch1][C][C][C][C][C][N][C][=Branch1][C][=O][C][=N][C][=C][Branch2][Ring1][Ring2][N][C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][O][N][=C][N][=C][Ring1][P][S][Ring2][Ring1][Ring2]
CN(C)CCCNC(=O)c1nc2c(N3CCc4cc(F)ccc43)ncnc2s1,CHEMBL5181488,8.1,-0.9084850188786497,400.48300000000006,2.6011000000000006,0.6414171325265299,2.742126583124202,[C][N][Branch1][C][C][C][C][C][N][C][=Branch1][C][=O][C][=N][C][=C][Branch1][P][N][C][C][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][Ring1][#Branch2][N][=C][N][=C][Ring1][S][S][Ring2][Ring1][Ring1]
CN(C)CCCNC(=O)c1nc2c(N3CCc4ccccc43)ncnc2s1,CHEMBL5171562,7.5,-0.8750612633917001,382.49300000000005,2.4619999999999997,0.6603805275503916,2.6503431216013347,[C][N][Branch1][C][C][C][C][C][N][C][=Branch1][C][=O][C][=N][C][=C][Branch1][=C][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][N][=C][N][=C][Ring1][#C][S][Ring2][Ring1][C]
CN(C)CCNC(=O)c1ccc(-c2ccc(-c3nc(-c4ccc(Cl)c(Cl)c4)cs3)cc2C(=O)O)cc1,CHEMBL3659407,80000.0,-4.903089986991944,540.4720000000003,6.440500000000005,0.2688718611384941,2.364651854322405,[C][N][Branch1][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][=Branch2][C][=C][C][=C][Branch2][Ring1][Branch2][C][=N][C][Branch1][#C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][=C][S][Ring1][=N][C][=C][Ring2][Ring1][Ring1][C][=Branch1][C][=O][O][C][=C][Ring2][Ring1][N]
CN(C)c1nc2c(ccn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,CHEMBL3351033,400.0,-2.6020599913279625,310.31,-1.5978999999999999,0.5381758764560267,3.948939517036628,[C][N][Branch1][C][C][C][=N][C][=C][Branch2][Ring1][Branch1][C][=C][N][Ring1][Branch1][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Ring1][Branch2][O][C][=Branch1][C][=O][NH1][Ring2][Ring1][Ring1]
CN(Cc1ccon1)Cc1cc(-c2ccnc3cc(Cl)ccc23)ccc1O,CHEMBL5182144,6.5,-0.8129133566428556,379.84700000000004,4.880800000000004,0.5350337382881217,2.558239571305478,[C][N][Branch1][=Branch2][C][C][C][=C][O][N][=Ring1][Branch1][C][C][=C][C][Branch2][Ring1][C][C][=C][C][=N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][O][Ring1][#Branch1][=C][C][=C][Ring1][P][O]
CN1CCC(NC(=O)c2ccc(-c3ccc(-c4nc(-c5ccc(Cl)c(Cl)c5)cs4)cc3C(=O)O)cc2)CC1,CHEMBL3659409,80000.0,-4.903089986991944,566.5100000000001,6.973100000000005,0.26343305254935595,2.4471051976560556,[C][N][C][C][C][Branch2][Branch1][#Branch2][N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][=Branch2][C][=C][C][=C][Branch2][Ring1][Branch2][C][=N][C][Branch1][#C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][=C][S][Ring1][=N][C][=C][Ring2][Ring1][Ring1][C][=Branch1][C][=O][O][C][=C][Ring2][Ring1][N][C][C][Ring2][Ring2][Branch1]
CN1CCN(C(=O)c2ccc(-c3ccc(-c4nc(-c5ccc(Cl)c(Cl)c5)cs4)cc3C(=O)O)cc2)CC1,CHEMBL3639582,80000.0,-4.903089986991944,552.4830000000001,6.536700000000005,0.30463018330495373,2.3793450764878283,[C][N][C][C][N][Branch2][Branch1][=Branch2][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][=Branch2][C][=C][C][=C][Branch2][Ring1][Branch2][C][=N][C][Branch1][#C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][=C][S][Ring1][=N][C][=C][Ring2][Ring1][Ring1][C][=Branch1][C][=O][O][C][=C][Ring2][Ring1][N][C][C][Ring2][Ring2][Ring2]
